序号,月报期数,产品分类（月报）,日期,召回数量,产品名称,标题,召回原因,危害源,危害情况,区域,链接,,,,,,,
,7,纺织品及服装鞋帽,2020/7/20,4,鞋,【四川】成都市鑫茂鞋业有限责任公司召回部分“230（1.5）”金荻儿女鞋,由于该型号中勾心弯曲性能、鞋内衬铅含量不符合标准要求，存在安全隐患，有涉及人身安全的风险。 ,中勾心弯曲性能、铅含量,危害人身安全,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200721_92547.html,,,,,,,
,7,家用电器及电器附件,2020/7/20,6,消毒解毒一体机,【四川】成都市定卓电器有限公司召回部分“198H8”豪华型消毒解毒一体机,由于该型号中接地措施、电气间隙、爬电距离不符合要求，存在安全隐患，有涉及人身安全的风险。 ,接地措施、电气间隙、爬电距离,危害人身安全,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200721_92549.html,,,,,,,
,7,家用电器及电器附件,2020/7/20,72,智能保洁柜,【四川】成都市定卓电器有限公司召回部分“ZTP－280H6 、ZTP－380H6”豪华型智能保洁柜,由于该型号中接地线不符合要求，存在安全隐患，有涉及人身安全的风险。 ,接地线,危害人身安全,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200721_92548.html,,,,,,,
,7,家用电器及电器附件,2020/7/20,10,空气净化消毒机,【四川】四川新奥洁医疗器械有限公司召回部分“JHJ－B－800”新奥洁紫外线空气消毒机,由于该型号中运动部件防护、网电源部分、元器件和布线不符合标准要求，存在安全隐患，有涉及人身安全的风险。 ,部件防护、网电源部分、元器件和布线,危害人身安全,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200721_92551.html,,,,,,,
,7,家用电器及电器附件,2020/7/20,105,空气净化消毒机,【四川】成都汇净源环保科技有限公司召回部分“ZXJ-YG1000 220V 50HZ 200W”汇净源循环风紫外线消毒机,"由于该型号中警示标识、可触及金属侧板与高压线接触，但未保护接地,不符合标准要求，存在安全隐患，有涉及人身安全的风险。 ",警示标识、可触及金属侧板与高压线接触、接地保护,危害人身安全,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200721_92550.html,,,,,,,
,7,电子信息,2020/7/21,2741,移动电源,【广东】东莞市海拓伟电子科技有限公司召回部分移动电源,由于产品外壳材料阻燃不符合安全要求，可能会在电源内部起火时，无法起到有效阻燃作用，存在危及人身、财产安全的不合理危险。,阻燃性,危害人身安全,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200722_92567.html,,,,,,,
,7,儿童用品,2020/7/21,737,童鞋,【江苏】南京麦可兔贸易有限公司召回小猪佩奇牌双色拖鞋,重金属总量超标、邻苯二甲酸酯超标，可能会对儿童身体健康造成损害。,重金属、邻苯二甲酸酯,危害人身安全,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200722_92568.html,,,,,,,
,7,交通用具,2020/7/21,11273,电动自行车,天津雅迪实业有限公司召回部分电动自行车,由于骑行脚踏与后座乘客的支撑脚踏之间存在不合理的间隙，倒车时脚踏随动反转，可能存在夹伤后座乘客脚面的安全隐患。,间隙,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200721_92541.html,,,,,,,
,7,日用杂品,2020/7/22,1406,拖把,【陕西】西安沐易家居用品有限公司召回部分JBS-P01型平板拖把,在长期使用后可能会出现把手松动、脱落的风险，由于把手处管壁口锋利，存在刮伤人体的安全隐患。,把手松动、锋利边缘,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200723_92579.html,,,,,,,
,7,儿童用品,2020/7/22,600,儿童服装,【江苏】南京母婴坊婴童用品有限公司召回母婴坊牌芦荟双面素色印花绑带合同套,产品头部和颈部有绳带，固定在腰部的绳带从固着点伸出的长度过长，儿童穿着时，如果绳带被电梯、家具等物品夹住或卡住，可能会导致儿童因无法自由行动，造成缠绕、勒伤等危险。,绳带,缠绕、勒伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200722_92577.html,,,,,,,
,7,日用杂品,2020/7/23,60,安全帽,【江苏】镇江安来玛防护装备有限公司召回安全帽,其耐穿刺性能不合格，戴着帽时，如果尖锐利器刺在安全帽顶部，容易导致头颅受到伤害。,耐穿刺性,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200723_92580.html,,,,,,,
,7,儿童用品,2020/7/23,38,实木餐椅,【江苏】苏州孩之宝儿童用品有限公司召回部分多功能实木餐椅,由于产品未通过稳定性测试，可能存在儿童从餐椅跌落受伤风险。,稳定性,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200723_92582.html,,,,,,,
,8,儿童用品,2020/7/23,130,婴儿腰凳,【北京】北京爱得宝贸易有限公司主动召回婴儿腰凳产品,1.腿部开口不符合国家标准相关要求2.动态负重不符合国家标准相关要求 3.安全警示未使用中文标注。 ,开口或间隙、动态负重、警示标识,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200728_92664.html,,,,,,,
,8,儿童用品,2020/7/28,212,儿童服装,【福建】卡丁（福建）儿童用品有限公司召回部分夹克,由于服装手臂部位绳带长度不符合国家标准要求，儿童在玩耍时绳带可能会被异物卡住，导致儿童被勒伤，存在一定的安全隐患。,绳带,勒伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200803_92716.html,,,,,,,
,8,儿童用品,2020/7/28,45,童鞋,【福建】求进（福建）体育用品有限公司召回部分童鞋产品,由于产品帮面材料邻苯二甲酸酯项目不符合国家标准要求，儿童长期接触可能会对身体器官造成伤害。,邻苯二甲酸酯,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200803_92717.html,,,,,,,
,8,儿童用品,2020/7/28,48,童鞋,【福建】泉州市小玛贸易有限公司召回部分儿童运动鞋产品,由于产品鞋身边侧饰片重金属含量不符合国家标准要求，儿童长期接触可能会对身体器官等部位造成伤害。,重金属含量,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200803_92718.html,,,,,,,
,8,儿童用品,2020/7/28,120,儿童鞋,【福建】威泰克（福建）体育用品有限公司召回部分休闲鞋,由于产品重金属（镉）、邻苯二甲酸酯不符合国家标准要求，儿童长期接触可能会对身体器官等部位造成伤害。,镉含量、邻苯二甲酸酯,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200803_92719.html,,,,,,,
,8,其他,2020/7/30,58900,口罩,【湖北】玉沙集团有限公司召回部分一次性日常防护口罩,过滤效率、防护效果不符合相关标准要求，可能导致口罩阻隔飞沫、可吸入颗粒、粉尘等侵入的防护效果降低，过滤细菌、病毒等气溶胶的能力受影响，存在一定安全隐患。,过滤效率、防护效果,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200803_92712.html,,,,,,,
,8,其他,2020/7/30,6800,口罩,【湖北】黄石远康卫生用品有限公司召回部分一次性使用防护口罩,颗粒物过滤效率不符合相关标准要求，可能导致口罩阻隔飞沫、可吸入颗粒、粉尘等侵入的防护效果降低，过滤细菌、病毒等气溶胶的能力受影响，存在一定安全隐患。 ,过滤效率,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200803_92713.html,,,,,,,
,8,儿童用品,2020/7/30,50,婴儿推车,【湖北】湖北厚谷阳光儿童用品有限公司召回部分四轮婴儿高景观手推车,推车前轮塑料件不符合相关标准要求，导致车辆使用过程中车身不稳定，有侧翻风险，存在安全隐患。 ,稳定性,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200803_92714.html,,,,,,,
,8,儿童用品,2020/7/30,260,儿童服装,【湖北】荆州市棒仔婴幼儿服饰有限公司召回部分小鹿大象连体衣,服装外标签附件抗拉强力不符合相关标准要求，可能使得儿童在穿着过程中小附件脱落，导致儿童误食，引起窒息等危险，存在安全隐患。 ,附件脱落,窒息,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200803_92715.html,,,,,,,
,8,电子信息,2020/7/31,40289,电脑,玳能科技（杭州）有限公司召回部分笔记本电脑,当受到跌落、高温等条件下的复合因素影响时，可能存在过热的安全隐患。,过热,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200731_92676.html,,,,,,,
,8,文教体育,2020/7/31,9740,电动平衡车,永康市富冠工贸有限公司召回部分电动平衡车,由于存在不符合国家安全标准中失稳保护、单节电池欠压报警限速、防水性能相关要求，以及存在软件算法与电机参数匹配不完善的问题，可能会导致消费者摔伤，并存在起火危险。,失稳保护、单节电池欠压报警限速、防水性能相关要求、软件算法与电机参数匹配不完善,起火,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200731_92677.html,,,,,,,
,8,家用电器及电器附件,2020/7/31,30,电风扇,【安徽】安徽省池州市东至县迅达电器厂召回部分电风扇,由于存在稳定性和机械危险缺陷，易导致在使用时有产品侧翻的危险，易造成消费者伤害。,稳定性、机械危险缺陷,侧翻,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200731_92678.html,,,,,,,
,8,家用电器及电器附件,2020/7/31,240,取暖器,【安徽】安徽省池州市青阳县丁桥阳光电器厂召回部分取暖器,由于标志与说明、电源连接和外部软线、接地措施、骚扰电压等项目检测不合格，存在设计缺陷。,标志与说明、电源连接和外部软线、接地措施、骚扰电压,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200731_92703.html,,,,,,,
,8,家用电器及电器附件,2020/7/31,20,取暖器,【安徽】安徽省池州市青阳县木镇镇双马电器厂召回部分取暖器,由于标志与说明、电源连接和外部软线、接地措施、骚扰电压等项目检测不合格，存在设计缺陷。,标志与说明、电源连接和外部软线、接地措施、骚扰电压,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200731_92704.html,,,,,,,
,8,其他,2020/7/31,360,口罩,【天津】天津七色羽卫生用品有限公司召回一次性防护口罩,由于供应商提供的原材料原因，产品存在过滤效率和防护效果不足的安全隐患。,过滤效率、防护效果,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200731_92708.html,,,,,,,
,8,家用电器及电器附件,2020/7/31,597,卷直发器,【上海】上海奔腾电工有限公司召回卷直发器产品,绝缘导管不够长，未能充分保护导线，内部导线长期在高温环境下加速老化，绝缘层失去作用，存在漏电安全隐患。,绝缘导管尺寸,漏电,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202007/t20200731_92710.html,,,,,,,
,8,其他,2020/8/4,1940,口罩,【天津】天津三秋叶生物科技发展有限公司召回一次性防尘口罩,由于在生产过程中使用了不合格熔喷布材料，防护效果和过滤效率达不到标准要求，存在安全隐患。,防护效果、过滤效率,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200804_92758.html,,,,,,,
,8,日用杂品,2020/8/5,322,保健贴身按摩器,【浙江】浙江省15家生产企业主动召回16.5万余件缺陷消费品,"1.电源软线线径不符合安全要求，长期使用会造成软线温升过高使绝缘下降产生短路现象发生2.软线焊接采用单一固定方法,容易脱焊造成短路现象发生。",电源软线线径、软线焊接方法,短路,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200807_92794.html,,,,,,,
,8,日用杂品,2020/8/5,26,贴身按摩棒,【浙江】浙江省15家生产企业主动召回16.5万余件缺陷消费品,产品软线焊接采用单一固定方法，容易脱焊造成短路现象发生。,软线焊接方法,短路,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200807_92794.html,,,,,,,
,8,日用杂品,2020/8/5,20,车载家居按摩枕,【浙江】浙江省15家生产企业主动召回16.5万余件缺陷消费品,1.线路板电气强度不符合安全要求，在使用过程中可能会造成漏电和线路短路现象发生2.外壳材料不耐热，长期使用可能会造成外壳变形，绝缘性能下降。,电气强度、材料不耐热,漏电、短路,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200807_92794.html,,,,,,,
,8,日用杂品,2020/8/5,15,海豚按摩棒,【浙江】浙江省15家生产企业主动召回16.5万余件缺陷消费品,1.产品没有软线固定装置，在使用时容易将内部布线拉出造成触电和短路2.电源软线线径不符合安全要求，长期使用会造成软线温升过高使绝缘下降产生短路现象发生3. 软线焊接采用单一固定方法，容易脱焊造成短路现象发生。,软线固定装置缺失、软线线径、软线焊接方法,短路,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200807_92794.html,,,,,,,
,8,日用杂品,2020/8/5,10,无线充电按摩器,【浙江】浙江省15家生产企业主动召回16.5万余件缺陷消费品,外壳材料不耐热，长期使用可能会造成外壳变形，绝缘性能下降。,材料不耐热,绝缘性下降,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200807_92794.html,,,,,,,
,8,文教体育,2020/8/5,20,黑屏带蓝牙跑步机,【浙江】浙江省15家生产企业主动召回16.5万余件缺陷消费品,1.跑步表面边缘与后滚筒护罩的距离小于10mm，在使用时可能会造成人身伤害或第三者物理伤害2.跑步表面最小宽度小于400MM，不能满足消费者在运动时所需要的安全空间，会造成使用者踩踏空间不足，存在脚面同时踩踏运动部件和静止部件，产生摔倒，造成人身伤害。,跑步表面边缘与后滚筒护罩的距离、跑步表面最小宽度,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200807_92794.html,,,,,,,
,8,文教体育,2020/8/5,36,sowe11-T1跑步机,【浙江】浙江省15家生产企业主动召回16.5万余件缺陷消费品,1.跑步表面边缘与后滚筒护罩的距离小于10mm，在使用时可能会造成人身伤害或第三者物理伤害                                                                                          2.跑步表面最小长度小于1000mm，最小宽度小于400mm，不能满足消费者在运动时所需要的安全空间，会造成使用者踩踏空间不足，存在脚面同时踩踏运动部件和静止部件可能，导致摔倒，造成人身伤害3.脚踏平台宽度小于80mm，防滑表面宽度小于70mm，会造成使用者踩踏空间不足，存在脚面同时踩踏运动部件和静止部件可能，导致摔倒，造成人身伤害 。 ,跑步表面边缘与后滚筒护罩的距离、跑步表面最小长度、脚踏平台宽度,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200807_92794.html,,,,,,,
,8,文教体育,2020/8/5,2,电动跑步机,【浙江】浙江省15家生产企业主动召回16.5万余件缺陷消费品,后滚筒护罩与跑步表面之间会卡住手指，结构设计不合理，可能会导致消费者在使用中发生卡夹，造成人身伤害。,间隙,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200807_92794.html,,,,,,,
,8,文教体育,2020/8/5,33,电动智能跑步机,【浙江】浙江省15家生产企业主动召回16.5万余件缺陷消费品,跑步表面边缘与后滚筒护罩的距离小于10mm，在使用时可能会造成人身伤害或第三者物理伤害。易接触的管材末端没有采用器材的零部件或管塞封住，容易造成手指卡夹的危险。,跑步表面边缘与后滚筒护罩的距离、间隙,卡伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202008/t20200807_92794.html,,,,,,,
