序号,产品类别,产品名称,使用对象年龄,使用对象性别,使用环境,使用方式,召回产品存在的一级危害因素,召回产品存在的二级级危害因素,召回产品存在的三级级危害因素,是否符合我国标准或者出口国标准,可能导致的伤害类型,发布国家,发布日期,通报原因
420,信息技术产品,电池充电器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/5/20,电绝缘不足，可能导致触电。
421,家具及建筑装饰装修材料,闭门器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,弹性组件失控,是,受伤,中国,2016/5/24,闭门器的机械装置可能破裂，弹出包括弹簧或喷淋油，存在导致受伤的危险。
422,家具及建筑装饰装修材料,柜台凳,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,锐利边缘,是,割伤,中国,2016/5/25,柜台凳的金属蹴板有尖锐的边缘，存在导致消费者割伤的危险。
423,儿童用品,学步鞋,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/5/26,鞋上的织物可能会脱落并对儿童造成窒息的危险。
424,儿童用品,学饮杯,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,致病微生物危害,真核细胞微生物危害,曲霉,是,胃肠道症状感染,中国,2016/5/26,学饮杯内残留水或受潮及不常清洗时，杯内的可拆卸的白色一体成型调节阀上可能会滋生霉菌，摄入霉菌后可能会给免疫系统功能不佳的消费者带来胃肠道症状感染的风险。
425,家具及建筑装饰装修材料,水晶吊灯,不限年龄段,男女均可使用,高温环境,正确的使用方式,机械危害,形状和表面性能危害,不透气,是,砸伤,中国,2016/5/26,水晶灯顶部的吊环可能会断裂并导致灯体坠落，有造成人员砸伤的危险。
426,家具及建筑装饰装修材料,水晶枝形吊灯,不限年龄段,男女均可使用,高温环境,正确的使用方式,机械危害,潜在能量危害,机械强度,是,受伤,中国,2016/5/26,枝形吊灯顶部的吊环可能断裂导致枝形灯坠落，存在人员受伤的危险。
427,交通工具及相关产品,BMX小轮车车叉,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械稳定性,是,摔倒,中国,2016/5/26,叉冠上的转向管可能会松动，有掉落的危险。
428,交通工具及相关产品 ,自行车车叉,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械稳定性,是,跌落,中国,2016/5/26,自行车车叉肩盖上的控制杆可能松动，存在导致骑行者跌落的危险。
429,儿童用品,带折叠式婴儿车的塑料娃娃,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/5/27,娃娃塑料材料含有DEHP（测得占重5%），这种邻苯二甲酸酯可能危害儿童健康，可能导致生殖系统损伤。此外，还含有DINP（测得占重2.8%）。
430,儿童用品,可扩大玩具,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎 受伤,中国,2016/5/27,小部件（如头和尾）易从玩具恐龙上撕落，可能被儿童放入口中吞食，而且因为玩具会扩大，可能引起儿童呼吸道和肠道致命阻塞。
431,儿童用品,毛绒玩具,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,填充物,是,呛噎,中国,2016/5/27,由于某些接缝的缺陷，玩具里面的纤维填充材料易被触及，填充材料如果被儿童放入口中，存在呛噎的危险。
432,儿童用品,拼图垫,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎,中国,2016/5/27,小部件易从拼图垫上脱落，可能被儿童吞食，存在呛噎的危险。
433,儿童用品,软橡胶球,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/5/27,产品含有DBP（测得占重0.43%），这种邻苯二甲酸酯可能危害儿童健康，导致生殖系统损伤。此外，产品还含有DIBP（测得占重45%）。
434,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/5/27,娃娃头部的塑料材料中含有DEHP（测得占重5.2%），这种邻苯二甲酸酯可能危害儿童健康，导致生殖系统损伤。
435,儿童用品,塑料玩具,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/5/27,玩具长颈鹿的塑料材料含有DEHP（测得占重11.6%），这种邻苯二甲酸酯可能危害儿童健康，导致生殖系统损伤。
436,儿童用品,玩具枪,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,噪声危害,变动性噪音危害,变动性噪音危害,是,听力受损,中国,2016/5/27,峰值声压等级太高且缺少适当的产品提醒。
437,儿童用品,玩具婴儿车,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械强度,是,受伤,中国,2016/5/27,婴儿车的安全锁抗运载力不足，可能脱开，导致婴儿车坍塌，儿童跌落。此外婴儿车坍塌时，儿童手指可能被卡在两个移动部件之间。
438,纺织品及服装鞋帽 ,训练手套,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,镉及其化合物,是,环境污染,中国,2016/5/27,塑料袋的PVC塑料材料含有过量镉（测量值高达0.034%）。
439,日用杂品,皮革手带,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,铬及其化合物,是,化学,中国,2016/5/27,皮革含铬（VI）太高 （测量值为19.1mg/kg）含量太高，铬（VI）为致敏性物质，可能引发过敏反应。
440,日用杂品,皮革手带,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,铬及其化合物,是,化学,中国,2016/5/27,皮革含铬（VI）太高 （测量值为7.7mg/kg）含量太高，铬（VI）为致敏性物质，可能引发过敏反应。
441,日用杂品,钱包,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,铬及其化合物,是,化学,中国,2016/5/27,钱包皮革中含铬（VI）（测量值为6.9 mg/kg）含量太高，铬（VI）为致敏性物质，可能引发过敏反应。
442,日用杂品,一氧化碳探测器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒气体危害,一氧化碳,是,窒息,中国,2016/5/27,产品一氧化碳探测的灵敏度不足。
443,日用杂品,一氧化碳探测器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒气体危害,一氧化碳,是,窒息,中国,2016/5/27,产品一氧化碳探测的灵敏度不足。
444,日用杂品,一氧化碳探测器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒气体危害,一氧化碳,是,窒息,中国,2016/5/27,产品一氧化碳探测的灵敏度不足。
445,日用杂品,装饰性葡萄,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎,中国,2016/5/27,由于产品的形态特征，颜色和尺寸，可能被误认为食物。葡萄易从产品上脱落，儿童可能将其放入口中，吞食或咽下，存在呛噎的危险。
446,食品相关产品,防溢饮水杯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,致病微生物危害,真核细胞微生物危害,曲霉,是,胃肠道症状和感染,中国,2016/5/27,带有可拆卸白色单片调节阀的饮水杯若不常清洗或总是留有水份，可能会滋生霉菌，摄入霉菌后可能出现胃肠道症状和感染，对免疫系统功能造成危害。
447,儿童用品,男童运动凉鞋,37个月~96个月,男,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械强度,是,摔倒,中国,2016/5/30,凉鞋上绳扣可能会使鞋带脱落，造成儿童摔倒的危险。
448,家具及建筑装饰装修材料,MR16系列卤素灯泡,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/5/30,灯泡内中心接触片能会软化并断裂或随时脱落而造成电接触不良，引发潜在的触电危险。
449,儿童用品,遥控卡车,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,电气爆炸,短路,是,火灾,中国,2016/6/1,卡车的电子调速器可能短路，存在火灾的风险。
450,其他,电压检测器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,高/低压,是,电击,中国,2016/6/1,电压检测器在检测电线电流时，会给出“无电压”的错误提示，存在导致消费者电击受伤，电击致死及烧伤的危险。
451,其他,非接触式电压检测器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,高/低压,是,电击,中国,2016/6/1,电压检测器在检测带电电线的电流时，无法准确地读取电压数（读取错误的“无电压”读数），可能会导致电击、触电身亡和烧伤的危险。
452,信息技术产品,音箱,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,电气爆炸,过热,是,烧伤、火灾,中国,2016/6/1,音箱可能会过热，造成烧伤和火灾的危险。
453,食品相关产品,陶瓷杯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,高低温物质危害,高温物质危害,高温表面,是,烫伤、割伤,中国,2016/6/2,杯子的把手可能断裂，存在导致消费者烫伤或割伤的危险。
454,食品相关产品,陶瓷马克杯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,高低温物质危害,高低温物质危害,高温物质危害,是,烧伤，割伤,中国,2016/6/2,杯柄可能会断裂，造成烫伤和割伤的危险。
455,儿童用品,厨房玩具套装,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,窒息 呛噎,中国,2016/6/3,深平底锅盖子和西班牙炖饭碟为半球状，可能盖住儿童口鼻，导致窒息；而且咖啡壶的手把和盖子易破碎，形成的小部件若被儿童放入口中，会导致呛噎。
456,儿童用品,木制猎枪,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,动能危害,飞行物体撞击,是,受伤,中国,2016/6/3,从玩具猎枪发射出来的发射物动能过高，可能导致受伤。
457,儿童用品,塑料玩具,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/6/3,小鸡的塑料材料含有DEHP（测得占重超出20%），这种邻苯二甲酸酯可能危害儿童健康，可能导致生殖系统损伤。
458,儿童用品,摇铃,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学 窒息,中国,2016/6/3,包装的塑料材料太薄，若儿童拿来把玩，包装膜可能会会吸附在儿童口鼻上，导致窒息；玩具的塑料材料含有DEHP（测得占重为21%），这种邻苯二甲酸酯可能危害儿童健康，导致生殖系统损伤；产品还含有DINP（测得占重1.9%）。
459,儿童用品,摇铃,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎,中国,2016/6/3,连接花儿摇铃蓝色塑料片的金属杆可能脱落形成小部件，儿童可能将其放入口中，存在呛噎的危险。
460,儿童用品,婴儿摇铃,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎 割伤,中国,2016/6/3,所有摇铃（水果形状的摇铃除外）及外面的帽子带有的、与拉绳末端相连的黑色塑料片，都易破裂并形成小部件，儿童可能将其放入口中，存在呛噎的危险；而且熊状摇铃的头部和标有“Happy Music”的摇铃的把手可能堵塞呼吸道，存在呛噎的危险；此外，几种摇铃易破裂，儿童会接触到其露出的尖锐点和边缘，有割伤风险。
