序号,产品类别,产品名称,使用对象年龄,使用对象性别,使用环境,使用方式,召回产品存在的一级危害因素,召回产品存在的二级级危害因素,召回产品存在的三级级危害因素,是否符合我国标准或者出口国标准,可能导致的伤害类型,发布国家,发布日期,通报原因
454,儿童用品,水晶泥,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,其它,,化学,欧盟,2018/5/18,水晶泥中的硼迁移量过高（测得：512 mg/kg）。摄入或接触过量的硼会损害儿童的生殖系统，从而危害儿童健康。
455,儿童用品,软刺球,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/5/18,软刺（顶部）和触角可脱落形成小部件。幼童可能会将小部件放入口中，导致呛噎。
456,儿童用品,厨房玩具套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/5/18,盖子的把手易脱落形成小部件。幼童可能会将其放入口中，导致呛噎。
457,儿童用品,玩具吉他,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/5/18,吉他的弦栓调弦钮可脱落拆卸形成小部件。幼童可能会将其放入口中，导致呛噎。
458,儿童用品,化装舞会用面具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,高/低温物质危害,高温物质危害,明火,,烧伤,欧盟,2018/5/18,面具高度易燃。如果着火，用户可能会烧伤，主要为脸部烧伤。
459,儿童用品,水晶泥,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,其它,,化学,欧盟,2018/5/18,黄色凝胶中的硼迁移量过高（测得：710 mg/kg）。摄入或接触过量的硼会损害儿童的生殖系统，从而危害儿童健康。
460,日用杂品,发饰,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物,镍及其化合物,,化学,欧盟,2018/5/18,产品释放出的镍含量过高(测得占重达1.1 µg/cm²/week)。此外，还含有铅和镉（测量值分别为：5.9% 和33.8 %）。镍是一种强烈致敏物，如果存在于与皮肤长期直接接触的物品中，会引起过敏反应。接触铅和镉会对人体健康有害。而镉能够在体内积聚，可能会损伤器官并可能诱发癌症。
461,日用杂品,项链,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物,铅及其化合物,,化学,欧盟,2018/5/18,项链含有铅（测得占重为 3.95%）。接触铅对人体健康有害。
462,交通用具 ,自行车,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,低机械强度,,摔伤,美国,2018/5/24,链条可能会断裂，有导致骑乘者摔落的风险。
463,儿童用品,婴儿手推车,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,部件空隙或开口,,困陷和勒毙,美国,2018/5/24,该产品不符合联邦婴儿手推车和运载标准。婴儿可穿爬过婴儿车扶手和婴儿车座位底部之间的空间，可能会被扶手卡住头部和颈部，有困陷和勒毙的风险。
464,家用电器,无线手机充电器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,电气爆炸,过热,,烧伤,美国,2018/5/24,该产品可能会在使用过程中过热，消费者有烧伤的风险。
465,信息技术产品,便携式收音机,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,脉冲性噪音危害,漏电,,"电击, 火灾",欧盟,2018/5/25,电绝缘性能不足，电源电线的导体横截面过小。当为收音机充电时，可接触金属部件会带电，电线会过热。
466,儿童用品,儿童塑料马桶坐圈,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/5/25,马桶坐圈的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重为4.47%）。这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
467,儿童用品,挤压玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/5/25,小部件容易从玩具上脱落，幼童可能会将其放入口中，导致呛噎。
468,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/5/25,娃娃头部含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重18.4%）。这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
469,儿童用品,玩具车,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/5/25,玩具车底的小定向轮可从车身上脱落。幼童可能将小部件放入口中，导致呛噎。
470,儿童用品,猫头鹰钥匙环,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,其它,,化学,欧盟,2018/5/25,材料（黄色和白色涂料）中有机锡化合物的迁移量过高（测得：16 mg/kg）。
471,儿童用品,磁性钓鱼游戏,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,"呛噎, 受伤",欧盟,2018/5/25,小部件（如磁性钩）容易从玩具上脱落。幼童可能会将小部件放入口中，导致呛噎。此外，如果儿童吞下小磁铁和其他金属物体，它们可能会相互吸引，造成肠道阻塞或穿孔。
472,儿童用品,玩具烹饪套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/5/25,压力锅气阀易脱落形成小部件。幼童可能会将其放入口中，导致呛噎。
473,儿童用品,玩具烹饪套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/5/25,咖啡机把手、炊具控制部件、刀柄和蛋糕上的蜡烛易脱落形成小部件。幼童可能会将小部件放入口中，导致呛噎。
474,儿童用品,毛绒玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/5/25,玩具的鼻子易脱落形成小部件。幼童可能会将其放入口中，导致呛噎。
475,儿童用品,闪光软刺毛球,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,"化学, 呛噎",欧盟,2018/5/25,小部件容易从玩具上脱落。即使不使用工具，纽扣电池也易被接触。幼童可能会将其放入口中并吞食，会导致呛噎并损害胃肠道。
476,儿童用品,塑料球,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/5/25,产品的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重为2.45%）。这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
477,儿童用品,塑料玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/5/25,产品的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重为9.04%）。这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
478,家具及建筑装饰装修材料,灯串,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,低机械强度,,电击,欧盟,2018/5/25,控制装置的机械强度不足，可能会碎裂，使得带电部件易被接触。
479,家具及建筑装饰装修材料,灯串,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,低机械强度,,电击,欧盟,2018/5/25,控制装置的机械强度不足，可能会碎裂，使得带电部件易被接触。
480,家具及建筑装饰装修材料,LED泛光灯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/5/25,PVC绝缘的外部电线没有被适当固定。PVC绝缘电线在户外环境下老化，使得带电部件易被接触。电缆可能会脱离，导致带电导体可被接触。
481,家具及建筑装饰装修材料,LED泛光灯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/5/25,PVC绝缘的外部电线没有被适当固定。PVC绝缘电线在户外环境下老化，使得带电部件易被接触。电缆可能会脱离，导致带电导体可被接触。
482,家具及建筑装饰装修材料,LED泛光灯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/5/25,PVC绝缘的外部电线在户外环境下老化，使得带电部件易被接触。
483,家具及建筑装饰装修材料,圆锯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,低机械强度,,割伤,欧盟,2018/5/25,下防护装置的机械强度不足，可能会因此碎裂，无法保护用户。
484,家具及建筑装饰装修材料,圆锯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,低机械强度,,割伤,欧盟,2018/5/25,下防护装置的机械强度不足，可能会因此碎裂，无法保护用户。
485,日用杂品,发饰,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,警示标识缺失,警示标示缺失,铅及其化合物,,化学,欧盟,2018/5/25,产品含有铅和镉（测量值分别为：15.4% 和3.9 %）。接触铅和镉会对人体健康有害。因为镉能够在体内积聚，可能会损伤器官并可能诱发癌症。
486,日用杂品,暖水袋,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/5/25,暖水袋的塑料材料含有多环芳烃䓛和苯并[e]芘（测量值分别为：2 mg/kg和1.2 mg/kg）。多环芳香烃（PAHs）具有致癌性。
487,信息技术产品,旅行用插头适配器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,电气爆炸,过热,,火灾,欧盟,2018/6/1,产品无保险丝，在电流超负荷的情况下会引起火灾。
488,儿童用品,儿童平底单鞋,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物,铬及其化合物,,化学,欧盟,2018/6/1,皮革中铬（VI）含量过高（测得值12 mg/kg）。铬（VI）是致敏性物质，可能引发过敏反应。
489,儿童用品,水枪,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,致病微生物危害,原核细胞微生物危害,,,微生物,欧盟,2018/6/1,球内的水受绿脓杆菌污染。由于溶液可能接触到口、手和眼睛，存在感染患病的风险。
490,儿童用品,多功能玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/6/1,玩具容易碎裂产生小部件。幼童可能会将小部件放入口中，导致呛噎。
491,儿童用品,塑料玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒酸碱类危害,其它,,化学,欧盟,2018/6/1,橙色猴子和多彩猴子含有邻苯二甲酸二异壬酯（DINP）（测量值分别为24.3%和16.1%）。这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
492,儿童用品,挤压玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/6/1,小部件容易从玩具上脱落。幼童可能会将其放入口中，而导致呛噎。
493,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/6/1,娃娃含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重29.2%）。这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
