标题,投诉对象,投诉要求,投诉内容,投诉时间,投诉链接,投诉进度
移动花卡无法自己激活,中国移动10086,快速处理,本人在中国移动app购买移动花卡后，网站上并没有说明是京东快递给激活，送达后必须是是京东快递当面本人签收才能激活，现在疫情德尔塔那么严重，不清楚为什么还要当面签收？还得摘掉口罩人脸识别，摘掉口罩后跟快递接触不增加感染风险吗？明明公众号上能人脸识别激活，非得当面摘掉口罩，而且还得拍下来自己身份证和各种...,2021/8/28,https://tousu.sina.com.cn/complaint/view/17354672630/,已完成
我是滴滴车主，被滴滴公司判责,滴滴出行客服,重新判责,嘀嘀公司同时发起两单投诉单给我，我进行了申述滴滴公司直接判我责，我认为责不在我，一单是乘客上车时我说麻烦佩戴口罩，然后这位乘客没有带口罩还江他坐车从来就不需要带口罩，就你们滴滴最牛叉，然后就下车用力关我车门，我也没说什么把车开走了，然后就被滴滴公司判责了，申述一次没通过，我就打电话给客服，在然后...,2021/9/10,https://tousu.sina.com.cn/complaint/view/17354880311/,已回复
我在拼多多在购买广东宝塑科技有限公司的口罩却发现没有鼻梁夹，以次充好,拼多多客户服务,赔偿,我在拼多多购买200个口罩，口罩厂家为广东宝塑科技有限公司生产的，商品说明上明明写着口罩由口罩体，鼻夹和罩带组成，可我收到的产品没有鼻夹，以不合格产品充合格产品，根据我国消费者权利保护法第55条的规定，消费者可以要求增加赔偿的金额，对于增加赔偿的金额一般是消费者接受的服务或者是商品价格的3倍，法律上对...,2021/8/8,https://tousu.sina.com.cn/complaint/view/17354366364/,处理中
包庇商家三无产品 盗版奥运会口罩 客服诱导消费者,拼多多客户服务,赔偿,是当天我收到口罩发现是三无产品立即跟你们客服反应 客服让我先退款 稍后会给我相关的处理 我要赔偿 现在你们拒不处理 原因是我已经退款了 我自己也没要退款 是你们客服自己让我退款的,2021/8/21,https://tousu.sina.com.cn/complaint/view/17354560950/,处理中
长有照明旗舰店 虚假发货,阿里客服,"赔偿,作出处罚,改善服务",我27号0点在他家买了灯，结果收到一个口罩，然后联系客服说她们发错了，让补发不同意，然后投诉到淘小二也一直踢皮球不处理,2021/9/4,https://tousu.sina.com.cn/complaint/view/17354774813/,处理中
悟空保强行投保暗自扣款,悟空保,道歉赔偿/解释,悟空保用广告引导消费者地铁领口罩需要扣款，导致后期直接强行扣费，当事人除了收到扣款信息完全没有任何提示说明购买保险。退保还需要35%的退保费用。,2021/8/29,https://tousu.sina.com.cn/complaint/view/17354685855/,已回复
快手刷到金牛电商卖儿童口罩视频，19.9买了，但发来与图片严重不符,快手小客服,退款,快手刷到金牛电商卖儿童口罩视频，19.9买了，但发来与图片严重不符，收到货后联系商家，客服读了消息不理人，电话处于关机状态，钱是少，但就是生气，这不是属于欺骗消费者吗，发消息看到都不理人,2021/8/19,https://tousu.sina.com.cn/complaint/view/17354519274/,已回复
杂物社lulu猪口罩质量极差，带子一拉就断了,九木杂物社,赔偿,本人于7月17日和23日在杂物社360分店和世博源分店购买lulu猪口罩，结果回家发现质量极差，根本不能作为日常使用，且联系客服投诉一周未果,2021/9/7,https://tousu.sina.com.cn/complaint/view/17354825273/,处理中
投诉滴滴只听取乘客意见,滴滴专车,撤销处罚,乘客从人民医院出来。没有佩戴口罩，我拒绝服务。后和乘客有一定争吵。后乘客说投诉我。。今天收到了滴滴的处罚,2021/9/14,https://tousu.sina.com.cn/complaint/view/17354938590/,已回复
衣物有使用痕迹,得物App客户服务,"退款,赔偿,道歉,作出处罚",到货试穿时发现，衣服口袋里有已经使用过的口罩一只，餐巾纸还有一张宣传页，投诉客服无法解决问题，让我等联系，但是根本没人联系我解决问题,2021/8/15,https://tousu.sina.com.cn/complaint/view/17354463326/,已完成
快递原地3天都不动,韵达速递官微,"赔偿,道歉,解释,快速到货",本人在8.5号淘宝下单儿童口罩。8.6号揽收。8.7号在广东深圳交付中心，一直到8.10号还在此地不动。 打电话给客服，她敷衍我说给我催快递，结果过去两天了，还是没解决。,2021/8/10,https://tousu.sina.com.cn/complaint/view/17354388934/,已回复
因天猫旗舰店客服失误，导致我购买的商品未按时到达，且多付了一份转寄费，上级也没给,POPMART泡泡玛特,"解释,赔偿",我购买了一件1000%的泡泡玛特商品，在发货当天看到顺丰单号上写的托寄物是口罩，于是去找客服查明，结果客服告诉我说1000%的商品，当日晚上我又收到一个顺丰单号上写的托寄物是1000%大娃 第二天 我要求更改收货地址，并且询问客服能不能单独更改1000%大娃的地址，不改口罩的地址，客服说不可以，要改一起改，于是我花了2...,2021/8/24,https://tousu.sina.com.cn/complaint/view/17354600044/,已回复
泰康人寿与悟空保联合套路消费者办理保险,泰康保险集团,退保,今天在免费领口罩机器上扫码，莫名出现一块钱，当时以为是需要付一块钱来领口罩，然后还要输入身份证，后来回家越想越不对劲，领口罩为什么要输入身份证？一看短信才知道自己投保了。而且宣传首月一块钱，实际上被投了三种不同险种，首月实际是23.52元，这也跟宣传的首月一块钱不相符合，违反了《保险法》“未按照规定使...,2021/8/17,https://tousu.sina.com.cn/complaint/view/17354490573/,已完成
虚假违法宣传，出售假货，且态度敷衍恶劣拒不处理,京东客服,"赔偿,道歉",1.商品质量极差，且无原创授权 2.根据，中华人民共和国国旗法规定:国旗及其图案不得用作商标和广告，任何个人单位不可自行使用或印制用于广告产品宣传 3.产品与宣传严重不符且在购买前与客服有过沟通询问，涉嫌欺骗消费者 4.广告宣传中明显使用国旗 5.购买前有过询问，却没有说明是否是正品6.奥运同款口罩为医用口罩，商...,2021/8/14,https://tousu.sina.com.cn/complaint/view/17354444060/,已回复
饿了么阿里健康自营（快递店）,饿了么客户关怀,"退款,赔偿",到底啥情况？该店显示没上传商品？只发了口罩，其他物流没显示？连不上卖家，只能留言，没回复。希望尽快解决，不能发货，那退款吧,2021/8/15,https://tousu.sina.com.cn/complaint/view/17354452585/,已完成
申通快递揽收违禁品不处理,申通快递官微,"退款,赔偿,道歉",在淘宝买了一款口罩，结果收到货为农药，于是进行退货，结果人家说是违禁品不让退，既然是违禁品揽收网点为何揽收，是怎么给我寄过来的,2021/8/14,https://tousu.sina.com.cn/complaint/view/17354449913/,已回复
虚假发货,拼多多客户服务,"退款,赔偿,下架产品",买的口罩，商家明确表识执行标准GB2026，收到货确实YY/T0969，问商家商家说是发错货了，商家让我提供截屏，等我提供截屏的间隙商家把商品下架了,2021/8/14,https://tousu.sina.com.cn/complaint/view/17354440662/,处理中
卖家在淘宝上卖东西，产品没有合格证，三无产品,阿里客服,"退款,赔偿,道歉,作出处罚",买了个口罩，产品没有合格证，三无产品，而且商家的营业执照地址也是假的，不知道淘宝怎么审核的，也就是说我也可以去淘宝上卖家假东西？,2021/8/17,https://tousu.sina.com.cn/complaint/view/17354496063/,处理中
百度网盘会员自动支付了,蚂蚁金服客户中心,退款,拿着手机走着，可能不小心碰到了，当时戴着口罩看了下手机，就直接支付了，一看是一个百度网盘吴磊6年会员，这个真没有用，我不明白看了下手机怎么就支付了,2021/8/22,https://tousu.sina.com.cn/complaint/view/17354572101/,处理中
阿里健康大药房自营的口罩上有泥土,阿里客服,退货,在淘宝的阿里健康大药房自营的店里买的口罩的塑料包装上很多泥的痕迹。跟客服反应后，客服说48个小时给处理结果。结果48小时还没给结果。多次联系，均为给处理结果。,2021/8/23,https://tousu.sina.com.cn/complaint/view/17354590281/,处理中
百亿补贴领不了劵了,阿里客服,恢复账号,原先我在淘宝阿里健康药房买了口罩 ，物流异常几天了以后我申请退款后投诉，然后我就发现我百亿补贴领不了券了,2021/8/21,https://tousu.sina.com.cn/complaint/view/17354554755/,处理中
一个月了不发货 不处理,健客网_网上药店,发货,当时朋友和我说这个app有活动 让我下载了 送了20卷买了牙膏和口罩 都一个月了 也不发货 和客服聊天 也说一直登记 反馈 就是不发货 什么意思不是欺骗消费者嘛,2021/8/23,https://tousu.sina.com.cn/complaint/view/17354591383/,已回复
在快手金牛电商买的口罩到货与介绍不符不予退款,快手小客服,退款,在快手金牛电商中买的口罩到货与商品介绍不符 与其客服联系客服不予理睬 与快手客服联系解决不到位 商家收货后不确认退款打电话不接,2021/8/22,https://tousu.sina.com.cn/complaint/view/17354575780/,已完成
商家涉嫌 虚假宣传,京东客服,"作出处罚,换货",1. 商品页显示 京东物流 2.本人下单前询问过客服 是否发京东快递 对方答复：是的 3.结果收货那天，京东快递送来的是一包口罩，而真正的商品在韵达。,2021/9/5,https://tousu.sina.com.cn/complaint/view/17354793517/,已回复
卖家卖假货卖的东西和标题里标注的东西完全不一样。,阿里客服,"退款,赔偿,道歉,作出处罚,改善服务,解释,下架产品,修改宣传内容",卖家标题里是橙色包装，而且品牌明确标的是宠优比，发来的包装是绿色包装品牌是万宝绿，打开外包装里面口罩的独立，包装的品牌写的又是昵迪，完全一点可信度没有就是假货，,2021/9/3,https://tousu.sina.com.cn/complaint/view/17354760140/,处理中
大先生小碗菜,饿了么客户关怀,赔偿,吃出来个口罩带 我联系客服 他们告诉我 食安险会赔付 就是不赔付道个歉也行 结果没有任何人联系我 赔了我24块钱 消费者就这么不值钱吗,2021/9/4,https://tousu.sina.com.cn/complaint/view/17354779239/,已回复
饿了么app里的阿里健康自营大药房（快递店）虚假发货，客服不回复,饿了么客户关怀,"道歉,作出处罚,发货",7.31日饿了么有个口罩活动，我购买了两单，也是用了我饿了么会员每月4张的红包。订单上写了预计8月1-3号送达。可是商家上传了个假的物流号，根本没有物流信息，故意不发货，直到订单显示已完成我也没收到任何东西。商家在线客服不回复，联系饿了么app在线客服也只是说帮你催促，没有任何实际作用。 我不需要退款，我需要...,2021/8/17,https://tousu.sina.com.cn/complaint/view/17354491072/,已回复
移动花卡无法激活,中国移动10086,快速处理,本人在中国移动app购买移动花卡后，网站上并没有说明必须是是京东快递当年本人签收才能激活，现在疫情德尔塔那么严重，不清楚为什么还要当面签收？还得摘掉口罩人脸识别，摘掉口罩后跟快递接触不增加感染风险吗？明明公众号上能人脸识别激活，非得当面摘掉口罩，而且还得拍下来自己身份证和各种信息，感觉隐私被侵犯了，...,2021/8/28,https://tousu.sina.com.cn/complaint/view/17354672538/,已完成
悟空保恶意套路销售保险产品，侵犯消费者公平交易权等消费权益,悟空保,"全额退款,退订保险产品",今天在免费领口罩机器上扫码，莫名出现一块钱，当时以为是需要付一块钱来领口罩，然后还要输入身份证，后来回家越想越不对劲，领口罩为什么要输入身份证？一看短信才知道自己投保了。而且宣传首月一块钱，实际上被投了三种不同险种，首月实际是23.52元，这也跟宣传的首月一块钱不相符合，违反了《保险法》“未按照规定使...,2021/8/17,https://tousu.sina.com.cn/complaint/view/17354489673/,已回复
