序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
403,北京朝阳纽约国际儿童早教富力广场店，报名9000多，上课周期太长，要求退费无人回,2021-09-09,https://tousu.sina.com.cn/complaint/view/17354857845/,投诉,纽约国际儿童俱乐部,退款,本人在2021年8月报名纽约国际儿童俱乐部，北京朝阳区富力广场店，当时交费8888办理课程包，老师说不能学英语，后期问了同事转成英语课包，但是周期太长，想上的时候不开课，一个星期只能上一节，提前收费不合理，要求退费，排课老师让联系销售，销售不接听电话，无人处理,已完成
404,星极青少儿篮球培训科技路店退费问题,2021-09-09,https://tousu.sina.com.cn/complaint/view/17354836573/,投诉,西安星极青少儿童篮球培训科技路店,退款,2021年6月30日在星极篮球馆通过转账缴费5980元报了40节篮球课并承诺送暑期班一个月课程。暑期班课时一个月，从上课第一天开始场馆在没有窗户的密闭空间里，空调坏了，室内温度高到孩子吐，家长在家长休息区热到中暑，暑期班一个月空调没有，通风没有的情况下我提出过两次退费，球馆负责人都承诺会尽快修好，直到我们上最...,待分配
405,商家各种诱导消费，退费收取巨额手续费,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354834970/,投诉,金宝贝儿童成长教育,"退款,解释",这家店及其不符责任，各种忽悠你买大课包，我买的是24000元144节课的。买之前都问了可以转到萧山区的金宝贝不的，说可以才买的，工作调动到萧山区后，转课先说转不了，然后又说要加钱。 申请退费，又要你交巨额手续费，我才上不到一半69节，还有75节没上，尽然只能退3000多，真霸王条款。,已完成
406,18500元报名金宝贝 销售说82节课，上了17节课想退款，销售说只退9000,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354808725/,投诉,金宝贝儿童成长教育,退款,18500元报名金宝贝 销售说82节课，上了17节课，发现课程重复率很高，活动扣费也不合理，比方说中秋活动 只有90分钟，扣3节课还要+200元，非常不合理，想退款，销售说只退9000,已回复
407,要求苏州工业园区金宝贝印象城店，将我剩余的65课时费用退还。,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354844031/,投诉,金宝贝儿童成长教育,退款,苏州园区贝贝乐儿童教育培训，即金宝贝印象城中心，2020年11月30日，本人购买100课时（其中10课时为口头赠送）15000元合同，至2021年8月底还有65课时未上，现申请剩余课时全部退费，对方坚持只退三分之一费用，对方订立的课程销售协议，一是抵触了消费者权益保护法，免除经营者责任，加重消费者责任，有失公正公平。二是...,已回复
408,金宝贝24000的课程还有一半以上的课没有上，由于搬至萧山上课距离远，请求退费,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354825904/,投诉,金宝贝儿童成长教育,退款,2020年9月报名金宝贝24000的课程144节课，加送的课是158节，现在搬至萧山上课距离太远，还有89节课没有上，请求退还剩下的课时费，课程顾问说要扣除原价百分之二十五，也就是6000的手续费，说只退6000.我对手续费扣除有异议，请帮忙维权,已回复
409,广州萝岗金宝贝霸王条款拒不退款,2021-09-05,https://tousu.sina.com.cn/complaint/view/17354800803/,投诉,金宝贝儿童成长教育,退款,2019年9月1日购买金宝贝60节早教课，15300，截止2021年8月31日，只上了10节课，剩余50节课，金额12440元。 19年11月8日，金宝贝的早教中心因为装修停课3个月，孩子过敏体质无法在装修环境上课，有医院证明（之前报名时，老师说可以延期）。2020年疫情开始，期间我们也参加线上课，但是质量非常差，上了2节课联系老师要求...,已回复
410,千千妈妈英语红火箭打卡0元学，打卡完成，返现未成功，多次问了客服也不回复,2021-08-16,https://tousu.sina.com.cn/complaint/view/17354471595/,投诉,千千妈妈儿童英语,"退款,赔偿",打完0元学，已完成打卡，但长时间未返现，至今未收到返现，请求帮助,待分配
411,1599儿童摄影套路消费,2021-10-13,https://tousu.sina.com.cn/complaint/view/17355398497/,投诉,妈咪宝贝儿童摄影,"退款,作出处罚,解释,补底片",原定1599的拍摄80张照片挑选18张，另外62张需要另外付费，事先完全没有说起。说起来的时候有给我发另外一个2599的套餐，那时候已经拍好选片了，要是一开始这样说我们选不选这家都是个问题。,待分配
412,未在承诺时间内退款,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355420792/,投诉,广东树童英语教育顾问有限公司,退款,本人于2021年3月31日前往树童英语越秀区五羊华友校区，晚21:18购买三年课程，共计200余节课程，分别向童粉美妈慧、童行网交款共计14880元（款项分别支付给商户：广州市番禺区博蔚教育培训中心有限公司1280元，江西拓普旅行服务有限公司13600元）全程未开班，未扣除课程；于2021年8月18日申请退款，并提交收据原件及复印...,待分配
413,延期，不解释，故意推脱，,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355381452/,投诉,哈尼贝贝亲子儿童摄影,退款,说好的20天，后来一个月给照片，现在一个半月还没有影子，还跟假期有关系，拍婚照也不能这么长时间，一次次推脱。,已完成
414,乱收费自动续费,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355265647/,投诉,快看漫画,退款,诱导儿童充值续费，没有扣费信息。发布不适合儿童观看的内容,已回复
415,诱导未成年人不当消费,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355227097/,投诉,迷你世界-MiniWorld,退款,儿童在游戏中莫名消费扣费，且不知道会实际扣钱，诱导多多，坑害儿童,已回复
416,树童培训不履行合同，到期不予退费，应退金额为65360元,2021-09-26,https://tousu.sina.com.cn/complaint/view/17355142718/,投诉,广东树童教育顾问有限公司,退款,2019年双方合同约定，家长共支付68800元，孩子在树童机构读英文，于2021年9月24日到期按95折返还家长，共应返还65360元，到期机构未退款，说只能分6期支付，家长不予同意，要求机构履行合同立即退费,待分配
417,杭州滨江宝龙创想童年协议保证退款一直拖着不退款,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355148633/,投诉,杭州创想童年滨江宝龙店,退款,我在杭州滨江宝龙创想童年报了乐高课程，一共8888，协议书上写着无条件退款，后面因为我们没时间去就要求退款，还没有开课过，他们也同意退款，但一直不走退款流程，后来我打投诉电话，他们答应走退款流程，结果还是一直拖，协议内原定二十个工作日内退款，但超过时限后还是没有退款到账，一直回复在走流程。怀疑他们资...,待分配
418,广东树童教育顾问有限公司 、广州市荔湾区卓威教育咨询有限公司拖欠反还会员费,2021-09-29,https://tousu.sina.com.cn/complaint/view/17355183659/,投诉,广东树童教育顾问有限公司,退款,广州市荔湾区卓威教育咨询有限公司（下述简称卓威）属于广东树童教育顾问有限公司（下述简称树童教育）出资创立的公司以及属于旗下其中一家的连锁教育机构。 本人通过卓威教育的授课老师推介下告知树童教育有一项优质的游学会员项目。本人在卓威教育住所，与树童教育于2019年6月29日签署了两个小朋友的《树童英语游学会...,待分配
419,企鹅家全素质儿童中心不予退款,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355200563/,投诉,企鹅家全素质儿童中心,退款,本人与企鹅家全素质儿童中心签订了退款合同，合同到期该公司拒绝退款，一拖再拖。,待分配
420,商家不退款，诱导消费，霸王条款，隐性消费,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355304706/,投诉,杭州小阿华儿童摄影,退款,10月3号，门店工作人员上门给孩子拍照说是免费的，不到半小时拍好，说免费的只有4张，如果订下套餐，那么就可以多送几张，底片也给我们，然后又拿出套餐价格，说是订下什么套餐可以有优惠，被他们一系列的诱导下来，就昏头昏脑的付了钱。晚上老公下班回来，和他提了这个事，我老公就骂我这是他们的套路，不要拍，去拍了...,待分配
421,未成年人退款不通过,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355265535/,投诉,腾讯游戏,"退款,道歉",未成年人消费不退款，客服打电话言语逼问至未成年儿童情绪低迷+茶饭不进，根据未成年人保护法，腾讯违规对未成年儿童逼问至儿童情绪低迷，儿童并没有清楚的表达能力,已回复
422,因为疫情上不了游泳课，33°儿童游泳拓展训练馆 光谷店不退款,2021-08-30,https://tousu.sina.com.cn/complaint/view/17354694959/,投诉,33°儿童游泳拓展训练馆 光谷店,退款,暑假报了游泳课 ，但因为疫情原因上不了课，现在孩子要上小学了，没办法上课了，33°儿童游泳拓展训练馆 光谷店不给予全额退款,待分配
423,签合同后 实际与他们宣传严重不符 没有任何效果,2021-08-31,https://tousu.sina.com.cn/complaint/view/17354708913/,投诉,四川童一文化传媒有限公司,退款,我找了一家直播带货公司 花了5880元卖女装 说给我们做7场直播 每场只能播一个商品 都是匹配几十万到上百万的主播 我特意咨询过他们 问他们合作的商家卖的最差的一场是多少 他们发给我数据是300多件 结果刚播了第一场 是一个粉丝18万的主播 直播间在线的有一百多个人 但是全程没人互动 看了下数据这个主播一个月只卖了70...,待分配
424,金宝贝北京蓝色港湾店欺骗消费拖延退款,2021-08-31,https://tousu.sina.com.cn/complaint/view/17354708054/,投诉,金宝贝儿童成长教育,退款,本人于7月1日在金宝贝（北京蓝色港湾店）的课程顾问怂恿下购买7300元早教课包，告知只要没有上课可以随时全额退款。第二天我提出全额退款申请，门店同意，并于7月9日签署退款协议，承诺30个工作日内退款到账。现在8月已结束，60天都过去了，并未收到退款，且联系人不再回复拒绝沟通。,已完成
425,乱收费自动续费,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355265647/,投诉,快看漫画,退款,诱导儿童充值续费，没有扣费信息。发布不适合儿童观看的内容,已回复
